"","itemname","itemnumber","participant","receipt","category","amount","itemPrice","rabat","purchdate","purchtime","weekno","monthno","yearno","MerchantName","DateOfBirth","Gender","ContactMe"
"4683","sanela pbetr 40x65 m","40416752","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4684","cherry tomater","8436008472129","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4685","dgs kylling classic","5707196179163","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4686","cc zero 1,25 1 stk","57013619","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4687","pink lady i bk","8713893499067","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4688","blaa druer","8718546532528","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4689","wienerpoelser","5705830601636","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4690","dadler 400 gr.","7316150270938","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4691","tc broed butterdejspl","5709744030018","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4692","tegn og mal","5712875151361","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4693","jordbaer 400 g","8718226440136","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4694","2 mellemlaeg/beskyt.","4895156642534","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4695","after eight","5000189363069","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4696","broccoli","5712870509860","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4697","bonus myrelokkedaase","5708787000057","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4698","kraft dressing c","7622300868222","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4699","oeko.fransk insp","5705830606365","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4700","nemme kartofler","5712874374617","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4701","pedigree","5010394986045","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4702","1 kg. guleroedder","5701243200381","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4703","peber","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4704","fuze peach 1,25l","57088846","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4705","vores skiver mild","5711953052057","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4706","croutoner","5705830012869","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4707","oeko guleroedder","5712870272580","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4708","lakerol 2 pk","7310350118779","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4709","arla 24 soedmaelk 1l","5700426101019","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4710","lotus just1","3133200013680","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4711","shampoo silky","8714789880556","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4712","cremefraiche","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4713","egelykke letmaelk 1l","5760466820691","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4714","oeko skyllet spinat","5712873756452","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4715","oeko. aeble","5705001408217","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4716","baerepose mellem","108901","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4717","cremefine madlavning","8719200022270","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4718","agurker dk","5708567083546","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4719","hk kylling","5711044268855","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4720","smoerbar","5701043001072","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4721","orangekager","5709364675446","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4722","kex mini","5710405059286","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4723","hk. tomat m/urter","5712871141892","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4724","marmelade","5711044418687","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4725","4-korn  250g","5712871762837","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4726","paagen","7311070006230","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4727","decora transparent sort 5l ","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4728","oeko hvedemel 2kg","5712874023102","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4729","pant","8880173","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4730","bfree sport","5701161713147","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4731","oego mayonnaise oeko","5712871236710","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4732","tiramisu 2x80g","8012901007226","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4733","oeko bananer, loese","5712873336944","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4734","sensitiv saebe 500ml","5712873838066","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4735","arla 24 letmaelk 1l","5700426101217","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4736","focaccia pepperoni","98564","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4737","dressing","5710405105907","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4738","havregryn fin 1 kg","5712871879849","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4739","nornir lemon","5710326005331","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4740","abrikos konfekt","5709385007943","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4741","tefiltre","5701036303145","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4742","pant","8880171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4743","tomat sugar drop","8426082011710","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4744","skovlyst hoest oeko","5704503020170","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4745","krydderboller","5712874603960","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4746","perspirex roll-on original 20 ml 20 ml","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4747","vinterkaalsalat","5701243017699","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4748","pant","8880173","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4749","daasepant","295005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4750","harboe hindbaer x6","5711018000023","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4751","sveskedrik","5705001405308","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4752","flaskepant","294005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4753","ritter sport choco b","4000417231000","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4754","a38 ymer 1 lt","5760466976558","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4755","svaneke hazy pale al","5708429007055","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4756","hotdogbroed","5712871580332","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4757","gaer","5710815000014","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4758","monster ultra x4","5060751218142","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4759","piskefloede","57426327","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4760","risengroed","5711044824631","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4761","baerepose m/hank","5701012360940","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4762","whiskas 1+koed i sovs","8410136004735","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4763","allendorf riesling t","4016511006000","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4764","brune svampe","5701243994815","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4765","rexona roll-on","96086179","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4766","flaskepant","293005","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4767","koldskaal","5700426295008","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4768","egelykke skummet 1l","5760466821599","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4769","oeko graeskarkerner","5701075202041","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4770","baerepose stor","5701012360551","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4771","karrysalat","5705830500144","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4772","pant c, 1 stk","7029","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4773","gestus pizza-kit","20013608","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4774","cola 6-pak","5701598119857","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4775","aeble juice","5705830007650","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4776","baerepose","5701012770008","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4777","squash, loese","5710405061173","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4778","velsmag hk. oksekoed","5710238901455","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4779","oeko. rosiner","5705830009494","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4780","first price letmaelk","7311041073292","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4781","somersby cider","57075525","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4782","ringeklokke","5705532086748","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4783","gavepapir","5712872235026","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4784","finv. havregryn","5705830080325","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4785","peter larsen kaffe","5724618001260","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4786","prince roed 100 hb","57115689","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4787","frugtcocktail","5712873682812","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4788","pepsi max","5741000013489","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4789","oeko arla minimaelk 1l","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4790","bakkedal smoer 200g","5701043001072","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4791","bacon i skv. 2-pak","292008800007","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4792","hello sens skyl","5701017417083","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4793","roedloeg","5711997103920","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4794","oeko bananer","5710405433420","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4795","oeko arla minimaelk 1l","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4796","coca-cola 50 cl","57045399","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4797","tyrell chips","20011277","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4798","pant","8880171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4799","gavepapir","20003555","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4800","kohberg hotdogbroed","5701246004801","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4801","frugtstaenger 6pk","5707653007473","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4802","lasagne","5413848594719","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4803","retur pant","","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4804","cheasy skyr skov 1kg","5711953058677","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4805","oe. kaergaarden","5760466904964","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4806","bakke kartofler","5701421004251","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4807","fransk hotdog","99223","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4808","cheasy skyr vanilje","5711953011399","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4809","lotus toilet","6413200558150","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4810","finish opvasketabs all-in-1 max 85's","10013437","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4811","viskinge doermaat 60x9","60382770","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4812","ollineo rapsolie","5710405603397","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4813","porre, vinter","5708787025456","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4814","fanta orange","5740700985737","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4815","hindbaer 125 g","5712871451588","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4816","stay strong skyr nat","7310867946162","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4817","moellehjul","5701012729754","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4818","mammen havarti 55+","5703985055670","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4819","dk agurk","5711044475956","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4820","kaernemaelk oeko","5705830603227","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4821","marabou 100g","5710405060831","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4822","led star clp25 2,8w","4058075808843","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4823","oeko bananer, loese","5712873336944","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4824","pant","8880172","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4825","diesel","4","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4826","pp aaa k12","5000394058637","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4827","fiskemandens","206595","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4828","mormor kolds","5710328000099","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4829","corny skumfidus 40g","4011800407414","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4830","bog","5712873298877","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4831","cola 0% sugar","5711018024050","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4832","clementiner","456","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4833","nye kartofler","5701421004619","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4834","hk. oksekoed 9-13%","5710238901479","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4835","sukrin gold 250g","5712580327822","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4836","toms guld barre","5774540120102","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4837","blue keld brombaer","5707323511309","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4838","kyl.nuggets 400g","5706911016349","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4839","carmex","83078611156","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4840","hak. tomater","7032060010074","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4841","vores makrel i tomat","5712872089933","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4842","bacon tern 200g","5712872756811","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4843","oeko mynte","5706779056235","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4844","carletti romfroe","5701049141628","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4845","kick seasalt","7310350117116","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4846","koekkenruller","5705830003607","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4847","mini mozzarella","8000430132267","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4848","one meal bar","20010669","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4849","oeko hvedemel","5708731090301","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4850","salling kakaomaelk","5712874115531","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4851","bevara n poseklemm,","10339171","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4852","torskerogn i skiver","5705550304008","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4853","letmaelk","5711953060748","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4854","kaergaarden smoer 200g","5760466904919","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4855","kitchen joy karry","8858984830951","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4856","pose","6922","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4857","sigtebroed","3389","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4858","poelsehorn","5712874329334","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4859","minimaelk oeko.","5700426291154","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4860","lammeculotte","5712580987071","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4861","oeko agurk","5710405535797","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4862","salling solsikkebroed","5712871634165","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4863","first price perleloeg","7311041075944","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4864","meny baerepose stor","5701410371395","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4865","lb boller","5701205005320","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4866","roed cheddar","5760466987554","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4867","hotdogbroed","5710405066864","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4868","solsikkerugbroed","2285","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4869","roed cheddar mild","5021427910388","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4870","groenne asparges","5712580450698","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4871","baerepose stor","5701012360551","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4872","skovbaer is","5710405989057","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4873","oeko arla jordbaer 1kg","5711953049316","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4874","broedbl.","5708308034417","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4875","arla skummetmaelk fri","5700426101415","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4876","oeko. citroner","8435142675687","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4877","snacktomater","5701675090338","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4878","saltede peanuts","5710183000845","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4879","lakridspinde","5701049349093","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4880","kims chips chili","5701979992611","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4881","risotto","5705830604798","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4882","ff roastbeef","57078588","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
"4883","mellemlaegspapir","5705830001245","participant_10",NA,NA,1,0,0,2023-04-18,NA,NA,NA,NA,"Store 1",NA,NA,NA
